iter	RMSE
275	0.002455650917
276	0.002451617946
277	0.002449138449
278	0.002441539911
279	0.002439191703
280	0.002435997937
281	0.002433007782
282	0.002429120629
283	0.002424518146
284	0.002421246587
285	0.002417933322
286	0.002415795715
287	0.002414932307
288	0.002412281951
289	0.002407297895
290	0.002405189763
291	0.00240179139
292	0.002397683456
293	0.002393573301
294	0.002389402792
295	0.002386630609
296	0.002384907777
297	0.002381932017
298	0.002379228561
299	0.002374669686
300	0.002371974752
301	0.00236715697
302	0.002364716873
303	0.002363333963
304	0.002359349409
305	0.002356725829
306	0.002355647507
307	0.002353602715
308	0.002351792314
309	0.002349673983
310	0.00234571961
311	0.002343598245
312	0.002339146995
313	0.002336273721
314	0.002333535365
315	0.002331300046
316	0.002328640066
317	0.002325029212
318	0.002324088059
319	0.002322460523
320	0.002318125204
321	0.002316575651
322	0.00231414836
323	0.002312598388
324	0.002311950546
325	0.002308641897
326	0.002306587957
327	0.002302957688
328	0.002300796949
329	0.002296840201
330	0.00229499964
331	0.002290001605
332	0.00228669091
333	0.002281140695
334	0.002279196787
335	0.002276124119
336	0.002274178917
337	0.002270838081
338	0.002269288135
339	0.002266476732
340	0.002263500259
341	0.00226213747
342	0.002261412621
343	0.002259833294
344	0.002256588319
345	0.002252205847
346	0.002249370754
347	0.002246724793
348	0.002244402724
349	0.002239607376
350	0.002236500251
351	0.002235537506
352	0.002232556564
353	0.002229707337
354	0.002227548388
355	0.002225521224
356	0.002222669705
357	0.002220640663
358	0.002218574642
359	0.002215741506
360	0.00221522263
361	0.002213938255
362	0.002209769206
363	0.002209257093
364	0.002207865955
365	0.002204003782
366	0.0022009189
367	0.00219848628
368	0.002196798639
369	0.002194774918
370	0.00219242569
371	0.002191292606
372	0.002188386141
373	0.002186523172
374	0.002184736494
375	0.00218304157
376	0.002178772657
377	0.002176363972
378	0.002174331075
379	0.002170585657
380	0.002169046543
381	0.002168466733
382	0.002166169056
383	0.002164986274
384	0.002164202325
385	0.002160991892
386	0.002158089308
387	0.002156231234
388	0.002152013663
389	0.002150107204
390	0.002148045231
391	0.002145496306
392	0.002143521467
393	0.002140135315
394	0.00213749517
395	0.002134484298
396	0.002132238379
397	0.00212989015
398	0.00212775646
399	0.002125546236
400	0.002123020049
401	0.002120960125
402	0.002118543335
403	0.002117283358
404	0.002116678335
405	0.002115255743
406	0.002113228599
407	0.002111784682
408	0.002110525065
409	0.002109239506
410	0.002108694715
411	0.002106342934
412	0.002105233162
413	0.002102436578
414	0.00210205288
415	0.002100334178
416	0.002098165395
417	0.002096464248
418	0.002094784354
419	0.002093634085
420	0.002091769529
421	0.002088473872
422	0.002086571243
423	0.002085011234
424	0.002083346557
425	0.002082563119
426	0.00208168093
427	0.002079507637
428	0.00207839306
429	0.002074841351
430	0.002073337463
431	0.002072047422
432	0.002069823213
433	0.002068727994
434	0.002067081594
435	0.002064514318
436	0.002063449931
437	0.00206231836
438	0.002060002087
439	0.002058702338
440	0.002058059318
441	0.002057055727
442	0.002054761335
443	0.002054448996
444	0.002053329515
445	0.00205238526
446	0.002050272498
447	0.002049062704
448	0.002048045123
449	0.002046914929
450	0.002045921786
451	0.002044252984
452	0.002042351655
453	0.002040418975
454	0.002039128605
455	0.002036692903
456	0.002034084495
457	0.002032239323
458	0.002029379147
459	0.002028494184
460	0.002027196424
461	0.002026035365
462	0.002024285732
463	0.002021785609
464	0.002020482006
465	0.002018255031
466	0.002016921904
467	0.002015950719
468	0.002013969956
469	0.002012847264
470	0.002010841728
471	0.002009207766
472	0.002007767498
473	0.00200732415
474	0.002006294593
475	0.002005417158
476	0.002003551417
477	0.002001734933
478	0.002000760447
479	0.001999825596
480	0.001999169226
481	0.001997692845
482	0.001997224627
483	0.001996267219
484	0.001995515717
485	0.001994063002
486	0.001993172171
487	0.001991986644
488	0.001989826435
489	0.001987924171
490	0.001985462158
491	0.001983975739
492	0.001982901135
493	0.001981245261
494	0.001979705889
495	0.001978567372
496	0.00197820543
497	0.001977053842
498	0.001975826152
499	0.001974142816
500	0.001973383391
501	0.001972634634
502	0.001970426225
503	0.001969524612
504	0.001968375313
505	0.001967714576
506	0.001967052433
507	0.001966229653
508	0.001964693815
509	0.001963730607
510	0.001962269703
511	0.001960964406
512	0.001959602411
513	0.001958566927
514	0.00195736005
515	0.001956614249
516	0.001955637606
517	0.001954110755
518	0.001953158119
519	0.001952660826
520	0.001951380086
521	0.001950638962
522	0.001949997107
523	0.001949272404
524	0.001948257197
525	0.001946969531
526	0.001945288717
527	0.001944467847
528	0.001942755099
529	0.00194228852
530	0.001941497764
531	0.001940161497
532	0.001938660681
533	0.001937623115
534	0.001937183666
535	0.001936378844
536	0.001935872626
537	0.001934809702
538	0.00193379716
539	0.001933113802
540	0.00193221846
541	0.001931467559
542	0.001930651256
543	0.001928847052
544	0.001927660099
545	0.001926226455
546	0.001924938472
547	0.001924262227
548	0.001922290756
549	0.001921055111
550	0.001920191702
551	0.001918994515
552	0.001918203647
553	0.001917031729
554	0.001916332738
555	0.001915621203
556	0.001914715728
557	0.001914165451
558	0.001913298906
559	0.001912212872
560	0.001911560156
561	0.001908952918
562	0.001908304964
563	0.001907644505
564	0.001906679228
565	0.001905681035
566	0.001904830073
567	0.001903835858
568	0.001901505286
569	0.001899737852
570	0.001897486776
571	0.001897079964
572	0.001895783475
573	0.001895078084
574	0.001893707707
575	0.001892573203
576	0.001892152555
577	0.001890938448
578	0.001889324157
579	0.001888845587
580	0.001888196779
581	0.001887092318
582	0.00188609522
583	0.001885836985
584	0.001884970043
585	0.001883869401
586	0.001882062236
587	0.001880985886
588	0.00188043234
589	0.001879607003
590	0.001878942931
591	0.001878246475
592	0.001877597256
593	0.001875607956
594	0.001873390672
595	0.001872555419
596	0.001871915874
597	0.001870878773
598	0.001869168496
599	0.001868004011
600	0.001867552471
601	0.001865911383
602	0.001864313687
603	0.001863086799
604	0.001861739622
605	0.001861339261
606	0.00186039488
607	0.001859618314
608	0.001857473324
609	0.001856523041
610	0.001855428468
611	0.001854734323
612	0.001853754451
613	0.00185149382
614	0.001850056741
615	0.00184889046
616	0.001848701824
617	0.001847495611
618	0.001846573209
619	0.001845951525
620	0.001845094874
621	0.001843840232
622	0.001842853904
623	0.001842187028
624	0.001841346501
625	0.001840474838
626	0.001839353667
627	0.001838765574
628	0.001837618917
629	0.001836504069
630	0.00183579596
631	0.001834931798
632	0.001833562445
633	0.001833181489
634	0.001832317042
635	0.001831995845
636	0.001831369559
637	0.001830030493
638	0.001829304733
639	0.001829119201
640	0.001828204355
641	0.001827837834
642	0.001827441158
643	0.001825615619
644	0.001824865494
645	0.001823612531
646	0.001823034518
647	0.001822186628
648	0.001821209368
649	0.001820156545
650	0.001819002567
651	0.001818436478
652	0.001817600257
653	0.001816590276
654	0.001816315774
655	0.00181504924
656	0.001813413355
657	0.001812661013
658	0.001812037343
659	0.00181087164
660	0.001809463978
661	0.001807460996
662	0.001807222735
663	0.001806755468
664	0.001806037852
665	0.001805825029
666	0.001804935324
667	0.001804250392
668	0.001803794524
669	0.001803621078
670	0.00180207141
671	0.001801054714
672	0.00180029782
673	0.001799712721
674	0.001799339094
675	0.001798985333
676	0.001797859366
677	0.001796470284
678	0.00179538224
679	0.001794814649
680	0.001794615592
681	0.001794245961
682	0.001794109554
683	0.001792769683
684	0.001791566276
685	0.001790708139
686	0.001789570676
687	0.001788488891
688	0.001786955673
689	0.001786862992
690	0.001785045935
691	0.001783843169
692	0.001783487369
693	0.001782903921
694	0.001782568166
695	0.001781062624
696	0.001780890851
697	0.001780234686
698	0.001779046911
699	0.001777829701
700	0.001777411648
701	0.001776863173
702	0.001776083377
703	0.001776007326
704	0.001775010739
705	0.00177481515
706	0.001774357624
707	0.001773999952
708	0.001773588826
709	0.001772288314
710	0.001771968313
711	0.001771275801
712	0.001770505734
713	0.001769393727
714	0.001768667906
715	0.001766286541
716	0.001765629641
717	0.001764523994
718	0.001763911215
719	0.001762291231
720	0.001761564367
721	0.001760147517
722	0.001759497569
723	0.001758497249
724	0.001758093135
725	0.001757165204
726	0.001756734312
727	0.00175464535
728	0.001754031712
729	0.001753400585
730	0.001752586765
731	0.001751789473
732	0.00175089362
733	0.001750458879
734	0.001750226775
735	0.001749550293
736	0.001748746408
737	0.001747360846
738	0.001746878072
739	0.001746732915
740	0.001745349867
741	0.001744685203
742	0.001742328611
743	0.001741727901
744	0.001741483482
745	0.001740468783
746	0.001740165183
747	0.001739352053
748	0.001737672095
749	0.001736964059
750	0.00173588597
751	0.001735394365
752	0.001734926939
753	0.001734394124
754	0.001734046934
755	0.001732844923
756	0.001731729586
757	0.001731371741
758	0.001730825845
759	0.001730639607
760	0.001730018392
761	0.001729649759
762	0.001728446836
763	0.001727736455
764	0.001726498813
765	0.001726280984
766	0.001725409337
767	0.001725337238
768	0.001724699553
769	0.001724099279
770	0.00172368179
771	0.001723215999
772	0.001721766419
773	0.001721285227
774	0.001720707847
775	0.001720353875
776	0.001719614672
777	0.001718853758
778	0.001718471824
779	0.001718066141
780	0.001716844295
781	0.001715471319
782	0.001714479484
783	0.001713986549
784	0.001713479086
785	0.001712920871
786	0.001712526002
787	0.001711697173
788	0.00170867267
789	0.001708385638
790	0.001707999363
791	0.001707376024
792	0.00170677357
793	0.001706360372
794	0.001705568604
795	0.001705046367
796	0.001704516508
797	0.001703399071
798	0.001703112207
799	0.001702157267
800	0.001701269727
801	0.001700212908
802	0.001698235157
803	0.001697994768
804	0.001697383029
805	0.001696139488
806	0.001695431585
807	0.001693945192
808	0.001692401628
809	0.001691245313
810	0.001690076146
811	0.001690008869
812	0.001689401486
813	0.001688877148
814	0.001688500762
815	0.001687699432
816	0.00168715581
817	0.001686249973
818	0.001685908891
819	0.001685610469
820	0.001685350019
821	0.001684400224
822	0.001684336572
823	0.001683779458
824	0.001683397598
825	0.001681787308
826	0.001680949609
827	0.001680609751
828	0.001680161228
829	0.001679712991
830	0.00167909983
831	0.001678296983
832	0.001677657873
833	0.001677177993
834	0.001676777087
835	0.001676361084
836	0.001676299974
837	0.001675695324
838	0.001674739316
839	0.001674020134
840	0.001673361754
841	0.001672293685
842	0.00167216005
843	0.001671767054
844	0.001671444765
845	0.001670999528
846	0.001670674725
847	0.001669828116
848	0.001669242829
849	0.001668486439
850	0.001667817578
851	0.00166712539
852	0.00166664347
853	0.001666217759
854	0.001665707552
855	0.001665370602
856	0.001664816305
857	0.00166423611
858	0.001663781436
859	0.001663067385
860	0.001662249512
861	0.001661221756
862	0.001661095393
863	0.001660646236
864	0.001660259737
865	0.001660203307
866	0.001659049497
867	0.001658812808
868	0.0016583373
869	0.001657992518
870	0.001657462124
871	0.001656513713
872	0.001655992589
873	0.001655691882
874	0.001654559943
875	0.001654213535
876	0.001653984419
877	0.001653641719
878	0.00165358633
879	0.001653091262
880	0.001652547244
881	0.001652351072
882	0.001651927831
883	0.001651469548
884	0.001650749053
885	0.001650521055
886	0.001649775546
887	0.001649452781
888	0.001648900065
889	0.001648015378
890	0.001647317501
891	0.001646714137
892	0.001646258016
893	0.001644683392
894	0.001644330339
895	0.001644154372
896	0.001643328523
897	0.001642740422
898	0.001642214188
899	0.001640761584
900	0.001639982134
901	0.001639930425
902	0.001639438137
903	0.001638854894
904	0.001638191306
905	0.001637887309
906	0.001637456512
907	0.001636006696
908	0.001635572148
909	0.001635164748
910	0.001635113636
911	0.001634704679
912	0.001634504557
913	0.001633981355
914	0.001633561085
915	0.001633161766
916	0.001632522522
917	0.001632341003
918	0.001631631389
919	0.001631162631
920	0.001631039139
921	0.00163078127
922	0.001630428164
923	0.001629968631
924	0.001629577978
925	0.001628711435
926	0.001628121229
927	0.001627028476
928	0.001626228398
929	0.001624911632
930	0.001624672577
931	0.001624016411
932	0.001623968897
933	0.0016236898
934	0.001622917388
935	0.001622298172
936	0.001621572528
937	0.001620807368
938	0.001619936154
939	0.001619508342
940	0.001619036616
941	0.001618795422
942	0.001618203033
943	0.001617811673
944	0.001617299251
945	0.001617209698
946	0.001616736982
947	0.001615562762
948	0.001614721139
949	0.001614248413
950	0.00161359437
951	0.001613100693
952	0.0016126154
953	0.001612066632
954	0.001611655926
955	0.001611131333
956	0.00161068631
957	0.001610061837
958	0.001609771095
959	0.001609449721
960	0.001608692038
961	0.001608487097
962	0.001608378497
963	0.001608094189
964	0.001607594323
965	0.001607176164
966	0.00160680819
967	0.001606310039
968	0.001605651269
969	0.001605267501
970	0.001604829
971	0.001604302562
972	0.001604003529
973	0.001603431892
974	0.001603028975
975	0.001602240909
976	0.001601895917
977	0.00160131918
978	0.001600814666
979	0.001600650845
980	0.001600282791
981	0.001600022865
982	0.001599551009
983	0.001599268459
984	0.001599144066
985	0.001598713068
986	0.001598377899
987	0.001598041446
988	0.00159774447
989	0.001597125868
990	0.001596341913
991	0.001595837384
992	0.001595301562
993	0.001594561975
994	0.001593709084
995	0.001593321957
996	0.001592504793
997	0.001592048589
998	0.001591587174
999	0.001591182022
